iter	MultiClass
166	0.1245213414
167	0.1241563126
168	0.1237306213
169	0.1232473923
170	0.1225874003
171	0.1221633052
172	0.1215995632
173	0.1211388366
174	0.1199782991
175	0.1196220746
176	0.1192717959
177	0.1188957802
178	0.1183550651
179	0.117783655
180	0.1175793673
181	0.1173811313
182	0.117201121
183	0.1167074331
184	0.1161698756
185	0.1154865061
186	0.114919062
187	0.114526661
188	0.1139611755
189	0.1137722782
190	0.113387825
191	0.1132008326
192	0.1125466919
193	0.1121767787
194	0.1116073842
195	0.1110970706
196	0.1108596426
197	0.1106084099
198	0.1102255819
199	0.1097030347
200	0.1094225877
201	0.1089834096
202	0.1086383146
203	0.1083490456
204	0.108208406
205	0.107698743
206	0.1072545293
207	0.1068986804
208	0.1063891168
209	0.1061417396
210	0.1058124808
211	0.1055094734
212	0.1052309116
213	0.1047212874
214	0.1043831194
215	0.1040695085
216	0.1037559473
217	0.1033816215
218	0.1027947311
219	0.1026237825
220	0.1019928924
221	0.1016135689
222	0.1013818399
223	0.1010491461
224	0.1008227188
225	0.1005185854
226	0.1002944157
227	0.09995834078
228	0.09988520413
229	0.09943364394
230	0.09882737159
231	0.09855654975
232	0.09828949069
233	0.09816479923
234	0.09787170198
235	0.09761276
236	0.0973687107
237	0.09698012145
238	0.09668916855
239	0.09641455105
240	0.09602278806
241	0.09572649089
242	0.09548138658
243	0.09502561679
244	0.09465205317
245	0.09448600567
246	0.09409394023
247	0.09376882785
248	0.09350845198
249	0.09319483368
250	0.09288884213
251	0.09280520378
252	0.09255505241
253	0.09229752019
254	0.09213084939
255	0.09179449172
256	0.09144731596
257	0.09093685253
258	0.09081511767
259	0.09053614943
260	0.0903575885
261	0.0901280826
262	0.08966338111
263	0.08946141209
264	0.08924654776
265	0.08894942696
266	0.08871406233
267	0.08843772123
268	0.08829639997
269	0.08786706867
270	0.08754466551
271	0.08741114604
272	0.08709041315
273	0.08665720323
274	0.08648439809
275	0.0863862169
276	0.08620621306
277	0.08602553879
278	0.08579280124
279	0.08552994889
280	0.08530251712
281	0.0851325073
282	0.08497821847
283	0.08485316362
284	0.08462756629
285	0.08435798418
286	0.08406932952
287	0.08370554873
288	0.08342322338
289	0.08329979321
290	0.08302617819
291	0.08290815666
292	0.08278090361
293	0.08246941452
294	0.08231252516
295	0.08210872481
296	0.08186424152
297	0.08156680922
298	0.08139355407
299	0.08117337441
300	0.08099093922
301	0.08081769344
302	0.08061765849
303	0.08050202951
304	0.0803548978
305	0.08022276741
306	0.07996857688
307	0.07971555939
308	0.07947416678
309	0.07935888569
310	0.07926565766
311	0.07906922506
312	0.07877872709
313	0.07866119516
314	0.07842670785
315	0.07828362572
316	0.07793108255
317	0.07764999804
318	0.07745021933
319	0.07720486527
320	0.07704493914
321	0.0770073513
322	0.07671790021
323	0.07651630164
324	0.0762451351
325	0.07589689433
326	0.07568778691
327	0.07559991534
328	0.07540824673
329	0.07526167402
330	0.07513348931
331	0.07495199989
332	0.07480282455
333	0.07455724861
334	0.07425431922
335	0.07412029743
336	0.0737892765
337	0.07364249319
338	0.07354081441
339	0.07340789339
340	0.07330009618
341	0.07300476543
342	0.07281957839
343	0.07263635074
344	0.072599991
345	0.07237958974
346	0.07225012202
347	0.0721717969
348	0.07201331307
349	0.07179671839
350	0.07157364861
351	0.07143806177
352	0.07120629975
353	0.07087221733
354	0.07069801579
355	0.0705418029
356	0.07033629895
357	0.07021859472
358	0.07007488158
359	0.06989291288
360	0.06982585131
361	0.06961250565
362	0.0694746385
363	0.06932388273
364	0.06909368007
365	0.06897986057
366	0.06881430093
367	0.06857408694
368	0.06834211848
369	0.0681653482
370	0.06786960437
371	0.06772003784
372	0.06744337386
373	0.06725570043
374	0.06705548105
375	0.06690773596
376	0.06676183042
377	0.06668355122
378	0.06654218886
379	0.06643087644
380	0.06633417877
381	0.06606304286
382	0.0659160726
383	0.06586254887
384	0.06574530317
385	0.06555349928
386	0.06529794199
387	0.06514037896
388	0.06496064525
389	0.06488720116
390	0.06471081304
391	0.06454459449
392	0.06437016785
393	0.06408414394
394	0.06395559962
395	0.06382310292
396	0.06373129741
397	0.06364743106
398	0.06351357053
399	0.06341844936
400	0.06331866592
401	0.06316157311
402	0.06301011271
403	0.06289877362
404	0.06282162089
405	0.0626111209
406	0.06239817286
407	0.06225855578
408	0.06219441537
409	0.06205750067
410	0.0619623649
411	0.06181427872
412	0.06174952607
413	0.0615754668
414	0.06137861875
415	0.06124812107
416	0.06114587317
417	0.06106764722
418	0.06102963541
419	0.06090691858
420	0.06081240181
421	0.06070596867
422	0.06058517752
423	0.0604460898
424	0.06035680185
425	0.06017127868
426	0.06005933183
427	0.0599548178
428	0.05972804279
429	0.05966949004
430	0.05951945011
431	0.05934215142
432	0.05918600967
433	0.05907788797
434	0.05887642557
435	0.05876196707
436	0.05865794427
437	0.0585839185
438	0.05850519702
439	0.05834392958
440	0.05814497601
441	0.05797371504
442	0.05777267319
443	0.05767464729
444	0.05756890422
445	0.05739335261
446	0.05720135925
447	0.05697731199
448	0.05690524916
449	0.05678895058
450	0.05655025035
451	0.05649203622
452	0.05633168552
453	0.05617307075
454	0.05609347899
455	0.05603515237
456	0.05583795054
457	0.05578151194
458	0.05564917936
459	0.0555192459
460	0.05536810256
461	0.05523608054
462	0.05505769872
463	0.05498691579
464	0.05477073866
465	0.05467398668
466	0.05454078399
467	0.0544402015
468	0.05433018835
469	0.05425603013
470	0.0541623013
471	0.05403880387
472	0.05396564616
473	0.0538545121
474	0.05373417997
475	0.05363312294
476	0.05353169355
477	0.05345539025
478	0.05330784329
479	0.05322830946
480	0.05319049988
481	0.053073777
482	0.05294262119
483	0.05285376135
484	0.05274939068
485	0.05262045801
486	0.05243378466
487	0.05240557287
488	0.0523228675
489	0.05221010514
490	0.05203098088
491	0.05194653144
492	0.05189220947
493	0.05181382071
494	0.05172586928
495	0.05167509326
496	0.05157758364
497	0.05152328515
498	0.05137508419
499	0.05127803037
500	0.05118975707
501	0.05103753069
502	0.05096977067
503	0.05086569877
504	0.05078851758
505	0.05064682698
506	0.05049578276
507	0.05040066468
508	0.05029494798
509	0.05018915367
510	0.05014142854
511	0.0499814823
512	0.04990495693
513	0.04985826213
514	0.04977903383
515	0.04960298297
516	0.04949102009
517	0.04940866341
518	0.04935131901
519	0.04931329527
520	0.04921992366
521	0.0491372862
522	0.04905954398
523	0.04899807712
524	0.04893869408
525	0.04881963936
526	0.04864270832
527	0.04842731458
528	0.04829266534
529	0.04821853366
530	0.0481714625
531	0.04808429181
532	0.04801786869
533	0.04794686198
534	0.04787876333
535	0.04777898507
536	0.04768305727
537	0.04764728721
538	0.04749865318
539	0.04741175384
540	0.04738807648
541	0.04729746995
542	0.04719021735
543	0.04712788233
544	0.04705488475
545	0.04699762156
546	0.04691929667
547	0.04680763328
548	0.04667659115
549	0.04661726602
550	0.04658295758
551	0.04647627088
552	0.04642462255
553	0.04630536348
554	0.04624376033
555	0.04615109389
556	0.04607710562
557	0.04603263866
558	0.04590642887
559	0.04584260973
560	0.04574506769
561	0.04565291861
562	0.0455731281
563	0.04549993526
564	0.04539458938
565	0.04534334725
566	0.04528963837
567	0.04519434986
568	0.04509527122
569	0.04500201733
570	0.04492969821
571	0.044831218
572	0.04473311611
573	0.04469829669
574	0.04459001058
575	0.04448345099
576	0.04436628601
577	0.04428937972
578	0.04418158273
579	0.04413495804
580	0.04403342885
581	0.04396592537
582	0.04388338703
583	0.04377909398
584	0.04371378026
585	0.04367137109
586	0.04361054837
587	0.04353581491
588	0.04347816467
589	0.04339404175
590	0.04330940874
591	0.04321855834
592	0.04307348661
593	0.0429571111
594	0.0428719498
595	0.042800331
596	0.04271924277
597	0.04264821376
598	0.04259511161
599	0.04255515269
600	0.04248612347
601	0.04246074207
602	0.04229493839
603	0.04221521382
604	0.04213711097
605	0.0420425865
606	0.04196205785
607	0.04193203785
608	0.04185657381
609	0.04178813226
610	0.04175933177
611	0.04167478261
612	0.0416185592
613	0.04152269282
614	0.0414805096
615	0.04137156394
616	0.04132746157
617	0.04127072844
618	0.04115282939
619	0.04111006353
620	0.04106566229
621	0.04100845019
622	0.04093420002
623	0.0408613591
624	0.04083243368
625	0.04078645561
626	0.04073684896
627	0.0406662299
628	0.04059001276
629	0.04052109033
630	0.04044024781
631	0.04031442443
632	0.0402827658
633	0.04024003942
634	0.04015293655
635	0.04009469656
636	0.03995858665
637	0.0398849186
638	0.03984498669
639	0.03973954541
640	0.03968801384
641	0.03963688195
642	0.03958112519
643	0.03953502556
644	0.0394812735
645	0.03945206196
646	0.03940209498
647	0.03935649957
648	0.03928223756
649	0.03924160042
650	0.03912744209
651	0.0390907078
652	0.03904008607
653	0.0389914977
654	0.03893511487
655	0.03886617663
656	0.03881494926
657	0.03879602589
658	0.03874653588
659	0.03866490788
660	0.03861567206
661	0.03855166598
662	0.03842518433
663	0.03836293337
664	0.03828923452
665	0.03821110253
666	0.03809951909
667	0.03805632712
668	0.03803553296
669	0.0379599598
670	0.03791330496
671	0.0378547371
672	0.0377711932
673	0.03770580206
674	0.03763606703
675	0.03755076424
676	0.03746113608
677	0.03739962012
678	0.03731288505
679	0.03724233099
680	0.03719941274
681	0.03710327143
682	0.03707292444
683	0.03699325658
684	0.0369476226
685	0.03688759363
686	0.03683913466
687	0.03676364965
688	0.03672264297
689	0.03666532965
690	0.03657983589
691	0.03655342448
692	0.03650248062
693	0.03645577369
694	0.03638642051
695	0.03635790514
696	0.03631373387
697	0.03619602276
698	0.03616029016
699	0.03610696122
700	0.03604735519
701	0.0359956889
702	0.0359373084
703	0.03591205275
704	0.03582853604
705	0.03573354516
706	0.03568670347
707	0.03563711141
708	0.03555014451
709	0.03551042324
710	0.03544185048
711	0.03538410353
712	0.03529473242
713	0.03520513184
714	0.03517878261
715	0.03514303051
716	0.03511197787
717	0.03506692401
718	0.03503598955
719	0.03497500905
720	0.03491275522
721	0.03486158267
722	0.034827217
723	0.03474494526
724	0.03472133859
725	0.03467533174
726	0.03461043894
727	0.03458863638
728	0.03455832887
729	0.03450060631
730	0.03444900965
731	0.03438583025
732	0.03426783175
733	0.03420274735
734	0.0340778712
735	0.03400609626
736	0.03395096809
737	0.03391834384
738	0.03386815619
739	0.03381521613
740	0.03375151344
741	0.03370030339
742	0.03363130925
743	0.03353372312
744	0.03348256235
745	0.03342809088
746	0.03336960146
747	0.03327796461
748	0.03324951635
749	0.03322647375
750	0.03318573977
751	0.03311203964
752	0.03307785171
753	0.03300705783
754	0.03296705007
755	0.0329150723
756	0.03288949805
757	0.03283041002
758	0.03275215802
759	0.03270794586
760	0.03264427264
761	0.03260634883
762	0.03257882351
763	0.03254132385
764	0.03249573945
765	0.03247478077
766	0.03243910795
767	0.03239615925
768	0.03232467661
769	0.0322705125
770	0.03221639043
771	0.03217710512
772	0.03214140385
773	0.03210552867
774	0.03207883107
775	0.03204429809
776	0.03201334932
777	0.031975196
778	0.03193254613
779	0.0318806185
780	0.03184566917
781	0.03182255122
782	0.03177457005
783	0.03172890695
784	0.03170026336
785	0.03164748734
786	0.03161955004
787	0.03149493326
788	0.03137606243
789	0.03133952946
790	0.03130809646
791	0.03125845614
792	0.0312245174
793	0.03115143473
794	0.03108519823
795	0.03101025584
796	0.03095666303
797	0.03089743269
798	0.03086249943
799	0.03082069818
800	0.03077582027
801	0.03073341041
802	0.0306850338
803	0.03065056721
804	0.03062294164
805	0.03056338395
806	0.03052926549
807	0.03049381234
808	0.03047065844
809	0.03044503634
810	0.03042648844
811	0.03039582001
812	0.03036519673
813	0.03030785765
814	0.03024604472
815	0.0301987751
816	0.0301768149
817	0.03015393263
818	0.03008986284
819	0.03005286318
820	0.03002681819
821	0.02999227643
822	0.0299666683
823	0.02993570088
824	0.02987756677
825	0.02985078239
826	0.02981737561
827	0.02978027836
828	0.02974483064
829	0.02971547472
830	0.02969484507
831	0.02964561818
832	0.02958651353
833	0.02957518722
834	0.02954606794
835	0.0295240894
836	0.02951073392
837	0.02948124597
838	0.02943554392
839	0.02939371494
840	0.02936818099
841	0.02935244728
842	0.02931098468
843	0.02926989682
844	0.02924864572
845	0.02922064991
846	0.02919026196
847	0.02914877677
848	0.02913075172
849	0.0290974383
850	0.02904702403
851	0.02902134615
852	0.02899113772
853	0.02895949755
854	0.02890881522
855	0.02881045332
856	0.02879139653
857	0.02876725782
858	0.02872287862
859	0.02869130102
860	0.02867336997
861	0.02865656745
862	0.02862113741
863	0.02857287706
864	0.02854025007
865	0.02850668473
866	0.02846213829
867	0.02842390291
868	0.02836721836
869	0.02832164147
870	0.02828226983
871	0.02823058423
872	0.02819823632
873	0.02817092521
874	0.02813995992
875	0.02809834668
876	0.02804027615
877	0.02801854298
878	0.02797798172
879	0.027941102
880	0.02786490576
881	0.02783767811
882	0.02782032761
883	0.02779811947
884	0.02776137185
885	0.02772678669
886	0.02766130607
887	0.02763518866
888	0.02760040529
889	0.02750796252
890	0.02745328177
891	0.02739984454
892	0.0273718457
893	0.02734907158
894	0.02726022594
895	0.02724603393
896	0.02720119196
897	0.02718878349
898	0.02715786112
899	0.02713027415
900	0.02709005589
901	0.02706286343
902	0.02699628059
903	0.02696086799
904	0.02694751177
905	0.02692639249
906	0.0268997411
907	0.02689064892
908	0.0268392548
909	0.02677255535
910	0.02675303444
911	0.02672880788
912	0.02670747901
913	0.02667673659
914	0.02664166459
915	0.02660370036
916	0.02657651965
917	0.02651112843
918	0.02647675817
919	0.02645263794
920	0.02641499154
921	0.02639279195
922	0.02637808603
923	0.02634338451
924	0.02633017014
925	0.02628914095
926	0.0262755241
927	0.02619897177
928	0.02617630248
929	0.02614783205
930	0.02610908175
931	0.02607517942
932	0.02605844307
933	0.02603430472
934	0.026016517
935	0.02598318668
936	0.02595713515
937	0.02593790496
938	0.02592603973
939	0.0258819455
940	0.02584274865
941	0.0258314046
942	0.02578882133
943	0.02576298099
944	0.02571928244
945	0.02568327345
946	0.02565113674
947	0.02562302035
948	0.02559460715
949	0.0255751445
950	0.02554999745
951	0.02552909374
952	0.0254898576
953	0.02545740488
954	0.02542080734
955	0.02540036198
956	0.02534935798
957	0.02532122924
958	0.02529852019
959	0.02526706764
960	0.02524552323
961	0.02522286987
962	0.0251760497
963	0.02513286397
964	0.02510809135
965	0.02507928792
966	0.02501884937
967	0.02499273319
968	0.02497334388
969	0.02495709444
970	0.02492046545
971	0.02489241011
972	0.02487682568
973	0.02483958958
974	0.02481331763
975	0.0247652939
976	0.02474594383
977	0.0247214197
978	0.02467282649
979	0.02465164191
980	0.02463252224
981	0.02460850927
982	0.02458865303
983	0.02456028294
984	0.02453206643
985	0.02450209272
986	0.02447028016
987	0.02444984397
988	0.02439896183
989	0.02437579577
990	0.02435860541
991	0.02432192363
992	0.02428219133
993	0.0242575627
994	0.02424275127
995	0.02422216255
996	0.0242049324
997	0.02418830711
998	0.02417324393
999	0.02413131022
